days_to_fit_within_outbreak,outbreak,alpha,estimation,result_fun,result_nfev,result_nit,result_success,start_time,end_time,duration_seconds,pop_size,period_in_days,days_to_recovery,date_first_case,outbreak_start_date,max_date_to_fit,max_date_to_analyze,list_breakpoints_in_slow_transition,x_initial_infected_population,x_days_between_infections_0,x_case_fatality_probability_0,x_loss_immunity_in_days_0,x_days_between_infections_1,x_breakpoint_1,x_transition_days_between_epidemic_periods_1
49.0,0.0,0.0,19.0,0.15641941061583223,4319.0,116.0,True,2023-12-05 16:45:52,2023-12-05 16:46:21,28.718095,5.0,154.0,8.0,2020-02-16,2020-03-01,2020-04-19,2020-07-19,[],0.04040320937263903,3.182078902541969,0.004615846860958544,158.79574226989075,6.2606635935499915,42.57246352079116,20.018861832416764
56.0,0.0,0.0,0.0,0.15789204780436492,4422.0,97.0,True,2023-12-05 16:46:21,2023-12-05 16:46:56,34.983461,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.03480145027142537,3.1837182214127924,0.004807050095111977,335.3880446357913,6.681692704339326,46.429549283569,24.80633860256313
56.0,0.0,0.0,1.0,0.18629221020915832,3108.0,83.0,True,2023-12-05 16:46:56,2023-12-05 16:47:18,21.715564,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.03643224795159146,3.181289588048302,0.005470041946992892,166.83091536313302,5.199955232189349,37.238200572999794,14.621499728359936
56.0,0.0,0.0,2.0,0.1580322009482736,4565.0,118.0,True,2023-12-05 16:47:18,2023-12-05 16:47:47,29.539514,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.03712215107802575,3.2013877797426273,0.004756263738997236,200.62227962114423,6.693171377313384,46.59106168640769,24.151969550514114
56.0,0.0,0.0,3.0,0.15860941154563613,3191.0,76.0,True,2023-12-05 16:47:47,2023-12-05 16:48:11,23.812307,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.021696642968884926,3.220150096596213,0.008664978679073655,312.7088324159489,6.698203973706725,46.548027050161494,23.57628027454354
56.0,0.0,0.0,4.0,0.1591862300903062,3602.0,85.0,True,2023-12-05 16:48:11,2023-12-05 16:48:37,26.083972,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.018595857647796487,3.1693053407110554,0.008225046158496048,215.77769585414495,6.660629972802393,46.36805639191306,23.574966027955707
56.0,0.0,0.0,5.0,0.15896927910921088,3714.0,93.0,True,2023-12-05 16:48:37,2023-12-05 16:49:06,29.162159,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.032649593413736265,3.1832274319497893,0.0055715568211854565,101.67860081225741,6.6950656706785985,45.831259092865686,24.834343335874717
56.0,0.0,0.0,6.0,0.1573813306432419,4053.0,110.0,True,2023-12-05 16:49:06,2023-12-05 16:49:34,28.050774,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.023277573852430993,3.2039872726205285,0.007342195734351054,334.831774418412,6.698432943393955,46.77142550014318,23.59072584795476
56.0,0.0,0.0,7.0,0.15875687754485582,3907.0,88.0,True,2023-12-05 16:49:34,2023-12-05 16:50:04,30.150604,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.03139776611618554,3.175211777452227,0.0054725393952884255,92.36414804758631,6.6721743043747335,45.761784630938436,23.819514169754356
56.0,0.0,0.0,8.0,0.15801584029094262,3242.0,85.0,True,2023-12-05 16:50:04,2023-12-05 16:50:26,21.247169,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.027580013446108293,3.21503978841795,0.006801449277548777,303.1039985918348,6.681783679413095,46.40432152989103,24.05722866403513
56.0,0.0,0.0,9.0,0.15661545922241815,3673.0,82.0,True,2023-12-05 16:50:26,2023-12-05 16:50:53,27.148959,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.036069946748426104,3.2014106323198246,0.004847975747439467,139.9725624804281,6.695220201931198,46.555225309118555,24.207034859097185
56.0,0.0,0.0,10.0,0.1580043502423685,3543.0,84.0,True,2023-12-05 16:50:53,2023-12-05 16:51:20,27.082629,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.041897983278363755,3.192928389726906,0.004158036443674375,295.3006356643914,6.674509777094858,46.44728960643116,24.848649846860155
56.0,0.0,0.0,11.0,0.15906606031095563,3169.0,82.0,True,2023-12-05 16:51:20,2023-12-05 16:51:43,22.927052,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.019260674495722007,3.2390377128615375,0.01076400172073237,214.54486222105163,6.695110929527767,46.50107685753896,23.935127622693273
56.0,0.0,0.0,12.0,0.1841856057305723,3937.0,98.0,True,2023-12-05 16:51:43,2023-12-05 16:52:12,29.40419,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.02517683622652005,3.182119053675392,0.007405058645005532,183.26029244741994,5.182650108513218,37.46071774180675,15.740698234155683
56.0,0.0,0.0,13.0,0.1850435918710546,4662.0,121.0,True,2023-12-05 16:52:12,2023-12-05 16:52:46,34.011315,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.037153799263172214,3.1943661178233977,0.005566301637684812,190.8982880308496,5.164753299015907,36.680905434245,14.210576197790049
56.0,0.0,0.0,14.0,0.15769238292488796,4375.0,100.0,True,2023-12-05 16:52:46,2023-12-05 16:53:16,30.042163,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.029226236642548788,3.1985809431292385,0.006024847464963755,190.69093979491805,6.688399742448,46.65358278410521,24.668724560180433
56.0,0.0,0.0,15.0,0.15794519451786027,3127.0,84.0,True,2023-12-05 16:53:16,2023-12-05 16:53:35,18.771979,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.03234828477046382,3.200663135082769,0.005398138149168416,156.15574836299734,6.699731735750034,46.667031243857885,24.266876723669938
56.0,0.0,0.0,16.0,0.15655873667399972,3796.0,83.0,True,2023-12-05 16:53:35,2023-12-05 16:54:02,27.017037,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.02804638080948851,3.18287091845783,0.005833128921553115,287.02995724842964,6.695148641665851,46.36848431707338,23.56014928523081
56.0,0.0,0.0,17.0,0.18508245335324516,3463.0,92.0,True,2023-12-05 16:54:02,2023-12-05 16:54:24,22.293805,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.023282020900527958,3.1920056807823523,0.008901468351219332,222.10074652287742,5.146006641202446,36.68040162113243,15.406748355346647
56.0,0.0,0.0,18.0,0.16046409710304516,2927.0,68.0,True,2023-12-05 16:54:24,2023-12-05 16:54:46,21.701444,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.033917094382290354,3.2234916526994715,0.005209166230431471,292.3314191488635,6.680096422082096,47.4404226029213,25.016317115114795
56.0,0.0,0.0,19.0,0.15878369476546444,3364.0,91.0,True,2023-12-05 16:54:46,2023-12-05 16:55:07,21.266283,5.0,161.0,8.0,2020-02-16,2020-03-01,2020-04-26,2020-07-26,[],0.022906036765685686,3.2124852350296793,0.007945770637869397,132.18386047443872,6.695603639404971,46.64108370816954,24.046639899007793
