days_to_fit_within_outbreak,outbreak,date,train_period,estimated_new_deaths_mean,estimated_new_deaths_lower_bound,estimated_new_deaths_upper_bound,actual_death_rate,actual_inside_confidence_interval
28.0,8.0,2020-05-11,False,8.027995007694852,4.691554113870851,11.490740126531357,0.5383282450198671,False
28.0,8.0,2020-05-12,False,8.393046702265657,5.0946701845938325,11.922745670574429,0.5468407538603537,False
28.0,8.0,2020-05-13,False,8.70165529923047,5.08062743524985,12.520786501352761,0.5553532627008405,False
28.0,8.0,2020-05-14,False,8.945589359438303,5.074013620516295,12.842933096881199,0.5640064741667897,False
28.0,8.0,2020-05-15,False,9.12488113426496,5.4818484754127335,13.14674936494656,0.5635140149776706,False
28.0,8.0,2020-05-16,False,9.2371557087186,5.570876752288602,13.149835669495044,0.563373312352208,False
28.0,8.0,2020-05-17,False,9.28225381215645,5.557765065242143,13.896725372123273,0.5696345791852934,False
28.0,8.0,2020-05-18,False,9.266903691240653,5.386457008208195,13.42868201246332,0.5718858211926947,False
28.0,8.0,2020-05-19,False,9.193642427463264,5.136517583335513,13.203174637098867,0.5690014173707116,False
28.0,8.0,2020-05-20,False,9.07138655205745,5.252410445548958,13.691753667285612,0.5635140149776706,False
28.0,8.0,2020-05-21,False,8.905043740605132,5.066528813590261,13.243367681849435,0.5620366374103134,False
28.0,8.0,2020-05-22,False,8.701391370325727,5.384061307475636,12.768911878002902,0.5730817935091268,False
28.0,8.0,2020-05-23,False,8.471674486258323,4.829821334356687,12.32781160672799,0.5715340646290383,False
28.0,8.0,2020-05-24,False,8.216713479358742,5.0845447576694776,12.216149606957616,0.5639361228540584,False
28.0,8.0,2020-05-25,False,7.94701894896054,4.811876208370963,11.719368088595303,0.5649913925450278,False
28.0,8.0,2020-05-26,False,7.666787373382566,4.472771705334983,11.18355249907586,0.5578155586464358,False
28.0,8.0,2020-05-27,False,7.380040781762122,4.334330067125316,11.02070342308883,0.5618255834721195,False
28.0,8.0,2020-05-28,False,7.096093509291867,4.245198380720798,10.231810138104784,0.55858942308648,False
28.0,8.0,2020-05-29,False,6.811021690949138,4.210076672094784,9.954260284156353,0.550710076060575,False
28.0,8.0,2020-05-30,False,6.5328605318525685,4.171217580024224,9.22848874090719,0.5483884827404424,False
28.0,8.0,2020-05-31,False,6.262840314635265,3.9538374329535864,8.871075506851016,0.5443784579147585,False
28.0,8.0,2020-06-01,False,6.001369716413748,3.7518935961530935,8.359250468640136,0.5400870278381495,False
28.0,8.0,2020-06-02,False,5.750349841140884,3.6463094421932887,8.066700778226107,0.5434638908492517,False
28.0,8.0,2020-06-03,False,5.5127557768670945,3.575188248479678,7.91139355444715,0.5388207042089862,False
28.0,8.0,2020-06-04,False,5.286963223253458,3.468800207403846,7.32128802433054,0.538750352896255,False
28.0,8.0,2020-06-05,False,5.072566455200255,3.2988691565140957,7.128547314517183,0.5319966268740506,False
28.0,8.0,2020-06-06,False,4.871610187518888,3.2084676893012207,6.793298935228696,0.5303785466812309,False
28.0,8.0,2020-06-07,False,4.683633528577928,3.0474374298071223,6.548191608802124,0.52707203498286,False
28.0,8.0,2020-06-08,False,4.508021760340002,2.9553587009460673,6.2544892709018205,0.5205293628988497,False
28.0,8.0,2020-06-09,False,4.344371403812599,2.9513600078965947,6.080342314170723,0.5141273934403018,False
28.0,8.0,2020-06-10,False,4.192185155780424,2.7958983283711114,5.784639698237496,0.5119465027456317,False
28.0,8.0,2020-06-11,False,4.0505017956131475,2.726736694592907,5.740229499001502,0.5075847213562914,False
28.0,8.0,2020-06-12,False,3.9192945618343,2.5759862723453364,5.4918802914870115,0.5074440187308287,False
28.0,8.0,2020-06-13,False,3.797072581290611,2.484182887127362,5.297675469624688,0.5066701542907845,False
28.0,8.0,2020-06-14,False,3.6840238037823383,2.427876684892919,5.227160132838167,0.506810856916247,False
28.0,8.0,2020-06-15,False,3.5789468144711583,2.39495355836663,5.086601010416836,0.5060369924762029,False
28.0,8.0,2020-06-16,False,3.481247921406557,2.3096233399873145,5.013098143349894,0.5073033161053662,False
